Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Application),Custom field (Approvals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Environment),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Results),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Incident manager),Custom field (Issue color),Custom field (Locked forms),Custom field (Module),Custom field (Open forms),Custom field (Platform),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Custom field (Severity),Custom field (Start date),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (User Story),Custom field (Version),Custom field (Vulnerability),Custom field (Work item created forms),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Status Category,Status Category Changed
Date fields become non-editable after manually entering values in time input fields,AS-45,10567,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Highest,,Shivam Verma,712020:848aa87f-a76c-478c-9902-ce2141e48996,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,27/Jul/26 2:17 PM,11/Sep/26 4:00 PM,07/Sep/26 4:09 PM,,,0,bug,date-picker-validation,frontend,Reports,trackofy,"ui-ux,",,,,,,"When the user manually edits either the *From Time* or *To Time* field (for example, entering {{00:01}}), both *From Date* and *To Date* fields stop functioning.

After editing the time field:

* Selecting a date from the date picker does not populate the date input.
* Manual typing into the date fields is also ignored.
* The date fields become effectively read-only until the form is refreshed or reset.

This issue occurs only after manually modifying the time input.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,27/Jul/26 2:24 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Date fields become non-editable after manually entering values in time input fields.jpg;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10222,,"* The selected date is not populated in the date field.
* Manual typing into the date field is also not accepted.
* Both date fields become unusable after editing the time field manually.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,"* Editing the time field should not affect the functionality of the date fields.
* Users should be able to select dates from the date picker or manually enter valid dates at any time.
* Date and time inputs should function independently while maintaining proper synchronization.",,,,,,,CAN - Reports,,Web,,,0|i0009v:,,,High,,"# Navigate to CAN module → Reports.
# Open any report containing:
#* From Date
#* From Time
#* To Date
#* To Time
# Click inside *From Time* (or *To Time*).
# Manually type a value such as *00:01*.
# Click on *From Date*.
# Select any date from the date picker.
# Observe the behavior.
# Repeat for *To Date*.",2.0,,,,,,,,4.0,,,,,,,To Do,08/Sep/26 11:09 AM
Increase form field label font size to improve readability and accessibility,AS-44,10534,Story,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Shivam Verma,712020:848aa87f-a76c-478c-9902-ce2141e48996,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,27/Jul/26 12:36 PM,11/Sep/26 4:00 PM,,,,0,"accessibility,",enhancement,trackofy,"typography,","ui,","ux,",,,,,,"The font size used for form field labels throughout the application is relatively small, making it difficult to read, particularly for users with low vision or those using high-resolution displays.

Increasing the label font size would improve readability, reduce visual strain, and make forms more accessible without significantly impacting the overall layout.",,divakar,Shivam Verma,712020:63217d10-ba4d-43b3-932b-edc4035eb689,712020:848aa87f-a76c-478c-9902-ce2141e48996,,,,,,,,,27/Jul/26 2:03 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;userstory1.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10221,,,,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,,,,,,,,,,,,,Forms (Applicable Across Modules),,Web,,,0|i0009n:,,,,,,2.0,,,,,,,"*As a* user,

*I want* form field labels to be displayed with a larger and more readable font size,

*So that* I can easily identify input fields without straining my eyes.",4.0,,,2026-09-10 11:24:44.247,,"10/Sep/26 4:54 PM;712020:848aa87f-a76c-478c-9902-ce2141e48996;*Comment:*

While increasing the form-field label font size improves readability, the current UI uses the library’s default form-field styling and label sizing. Increasing the label size directly causes *alignment and spacing inconsistencies*, especially within the input fields, and can affect the overall Material form-field layout.

Because the label positioning, floating behavior, and input alignment are controlled by the component library, changing only the font size causes the *input-field UI to break or look inconsistent across fields*.

Therefore, this should not be changed as a simple global font-size override unless the complete form-field styling (label position, padding, height, and floating state) is also adjusted and tested across the application.",,To Do,27/Jul/26 12:36 PM
Add Activity Allows Selection and Submission of Past Date as Reschedule Date,AS-39,10433,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,ashish,712020:63ec207e-1f2a-499a-938b-a77b973c6a6d,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,24/Jul/26 4:47 PM,26/Aug/26 12:46 PM,,,,0,"activities,","bug,",business-validation,"crm,","date-validation,","reschedule,",,,,,,"While adding a new activity with the *Status* set to *ReSchedule*, the application allows users to select and save a *past date* as the *Reschedule Date*. The activity is saved successfully even though a rescheduled activity should only allow a current or future date.

This results in invalid scheduling data and defeats the purpose of rescheduling an activity.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,24/Jul/26 4:49 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Add activity allows past date as valud reschedule date.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10153,20/Aug/26 5:45 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;image-20260820-121457.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10629,"* The application accepts the past reschedule date.
* The activity is saved successfully.
* A success message (""Successfully Added!"") is displayed.",,,Atlanta CRM,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,"* The application should not allow past dates to be selected or submitted as the *Reschedule Date*.
* A validation message such as *""Reschedule Date cannot be earlier than today.""* should be displayed.
* The activity should not be saved until a valid current or future date is selected.",,,,,,,Activities,,Web,,,0|i0008j:,,,High,,"# Navigate to the *Activities* module.
# Click *Add Activity*.
# Fill in all mandatory fields.
# Select *Status* as *ReSchedule*.
# Choose a *past date* (e.g., {{01-07-2015}}) in the *Reschedule Date* field.
# Click *Save*.",,,,,,,,,1.0,,,,,"20/Aug/26 5:43 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving to TO-DO because I can still Add a Activity by inputing past data in the datepicker

!image-20260820-121457.png|width=603,alt=""image-20260820-121457.png""!",,To Do,20/Aug/26 5:43 PM
Lead Creation Accepts Negative Quantity Resulting in Incorrect Negative Total Amount,AS-37,10367,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,ashish,712020:63ec207e-1f2a-499a-938b-a77b973c6a6d,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,24/Jul/26 1:08 PM,25/Aug/26 5:51 PM,,,,0,"bug,","business-logic,",calculation,"crm,","leads,","validation,",,,,,,"While creating a new lead, the *Quantity* field accepts negative values. The system successfully saves the lead instead of validating the input. As a result, the *Total Amount* is calculated as a negative value, leading to invalid business data.

The Quantity field should only accept positive values greater than zero.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"* The system accepts the negative quantity.
* The lead is created successfully.
* The *Total Amount* is calculated and displayed as a negative value.",,,Atlanta CRM,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,"* The system should reject negative values in the *Quantity* field.
* A validation message such as *""Quantity must be greater than zero.""* should be displayed.
* The lead should not be created until a valid positive quantity is entered.",,,,,,,Leads,,Web,,,0|i00083:,,,High,,"# Navigate to *Leads*.
# Click *Create New Lead*.
# Enter the required details.
# In the *Quantity* field, enter a negative value (e.g., {{-5}}).
# Complete the remaining mandatory fields.
# Click *Save/Create*.",,,,,,,,,1.0,,,,,20/Aug/26 5:15 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving to TO-Do as I can still save a lead with negative quantity using interceptor via api,,To Do,24/Jul/26 1:08 PM
Contact Creation Form Does Not Display Validation Errors for Invalid Input,AS-36,10334,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,ashish,712020:63ec207e-1f2a-499a-938b-a77b973c6a6d,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,24/Jul/26 11:45 AM,26/Aug/26 12:37 PM,,,,0,"bug,","contacts,","crm,",form-validation,"ui-ux,","validation,",,,,,,"When attempting to create a new contact with invalid or improperly formatted data, the form is not submitted as expected. However, the application also fails to display any validation message or error indication to inform the user about the invalid input.

This leaves users without any feedback, making it unclear why the contact was not created and creating a poor user experience.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"* The contact is not created.
* No validation message or error is displayed.
* The user receives no indication of which field contains invalid data or why the submission failed.",,,Atlanta CRM,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,"* The form should display appropriate validation messages for all invalid fields.
* Invalid fields should be highlighted.
* The contact should only be created after all validation errors are resolved.",,,,,,,Contacts,,Web,,,0|i0008p:,,,Medium,,"# Navigate to *Contacts*.
# Click *Create New Contact*.
# Enter invalid data in one or more required or validated fields (e.g., invalid email format or other invalid input).
# Click *Save/Create*.",,,,,,,,,1.0,,,,,"21/Aug/26 6:22 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving to TO-DO because most of the input validations are still not added in the form 
Like company name minimum length,Maxium length, Speacial character,Website validation, company name leading trailing spaces.",,To Do,21/Aug/26 6:22 PM
Default left-side vehicle panel opens in Group View instead of List (All Vehicles) View after login,AS-31,10211,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 4:02 PM,,,,0,trackofy,,,,,,,,,,,"After logging into the application, the left-side vehicle panel opens in Group View by default instead of the List (All Vehicles) view, requiring users to manually switch views before accessing the vehicle list.",Prod,,,,,0,0,0,,0,0,0,,,,"The left-side vehicle panel opens in Group View by default, requiring users to switch to List (All Vehicles) view manually.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,,,,,,"The left-side vehicle panel should open in List (All Vehicles) view by default after login, allowing users to immediately view all available vehicles.",,,,,,,Home → Left Vehicle Panel,,Web,,,0|i0000x:,,,Low,,"1. Log in to the application.
2. Observe the default view of the left-side vehicle panel.",,,,,,,,,V4,,,,,,,To Do,11/Sep/26 2:37 PM
Playback form cannot be submitted when valid dates are entered manually,AS-28,10233,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 12:12 PM,,,,0,trackofy,,,,,,,,,,,"The application does not recognize manually entered valid dates in the date fields. On form submission, it displays a validation message indicating that required fields are missing, even though valid dates have been entered.",Prod,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,0,0,0,,0,0,0,,23/Jul/26 12:40 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;error when manaully entering date.mp4;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10071,,"The application displays the message ""Please fill all the required fields"" and does not submit the form, even though valid dates have been entered manually.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,The application should accept valid dates entered manually and allow the form to be submitted successfully.,,,,,,,Tracking → Playback Tracking,,Web,,,0|i0001q:i,,,,,"1. Navigate to Tracking.
2. Open the Playback Tracking tab.
3. Enter valid values in all required fields.
4. Manually type a valid From Date and To Date instead of selecting them from the date picker.
5. Click Start.
6. Observe the validation message.",,,,,,,,,V4,,,2026-08-04 09:34:36.009,,04/Aug/26 3:04 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving back to To do because user should have the option to manually enter the date because it is faster than choosing date from calendar.,,To Do,04/Aug/26 3:04 PM
"Search input field lacks visible border, making it difficult to identify",AS-18,10216,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 10:33 AM,,,,0,input,search,trackofy,,,,,,,,,"The search input field lacks a visible border or background contrast. Only the placeholder text ""Search"" is visible. This makes the field blend directly into the page background. Users cannot easily identify it as an interactive input area at a glance.",Prod,,,,,0,0,0,,0,0,0,,23/Jul/26 2:38 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Search field UI.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10081,,"Only the text ""Search"" is displayed on a flat white background. There are no visual boundaries or indicators defining the input area.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,The search field should have a clear visual boundary.,,,,,,,Downloads,,Web,,,0|i0003f:,,,Low,,"1. Navigate to Reports.
2. Select Work Hour.
3.Select any vehicle
4. Click Generate
5. Go to downloads
6. Observe the search field on the top left of the table",,,,,,,,,V4,,,,,,,To Do,
Time Interval Hour Input Field – Increment/Decrement Arrows Overlap with Reset and Back Buttons,AS-23,10222,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 12:12 PM,,,,0,trackofy,,,,,,,,,,,"The Increment/Decrement arrows of the Time Interval Hour input field overlap with the Reset and Back buttons, causing an inconsistent UI layout and making the controls difficult to access.",Prod,,,,,0,0,0,,0,0,0,,23/Jul/26 2:00 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Input field UI Overlap.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10076,,"The Up/Down (Increment/Decrement) arrows for the Time Interval Hour input field overlap with the Reset and Back buttons, resulting in an inconsistent UI layout and making the controls difficult to access.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,The Up/Down (Increment/Decrement) arrows should be properly aligned within the Time Interval Hour input field and should not overlap or interfere with the Reset and Back buttons. All UI elements should be clearly visible and easily accessible.,,,,,,,Reports -> Idle report -> Time interal hour input field,,Web,,,0|i0004r:,,,,,"1. Navigate to Reports.
2. Select Idle Report.
3. Click the Time Interval Hour input field.
4. Observe the position of the Up/Down (Increment/Decrement) arrows near the field.
5. Compare their placement with the Reset and Back buttons.",,,,,,,,,V4,,,,,,,To Do,
Thickness slider displays a misleading range (0–4.5 px) instead of the full available range (0–10 px).,AS-22,10229,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Low,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 12:11 PM,,,,0,trackofy,,,,,,,,,,,"The Vehicle Information card changes its appearance based on the browser/system theme, resulting in poor visibility and inconsistent UI. The card should follow the application's theme instead of the browser theme.",Prod,,,,,0,0,0,,0,0,0,,23/Jul/26 2:01 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Thickness slider UI.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10077,,"The slider initially displays the range as 0–4 px, which suggests that 4 px is the maximum selectable value. However, the slider allows values up to 10 px, making the initial range display misleading.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,The slider should consistently display the complete available range (0–10 px) so users can clearly understand the minimum and maximum selectable values.,,,,,,,Playback Tracking -> Thickness Slider,,Web,,,0|i0006b:,,,Low,,"1. Navigate to tracking page 
2. Select Playback tracking tab
3. Observe the thickness slider text ""0 - 4px""",,,,,,,,,V4,,,,,,,To Do,
Playback Play/Pause button state is not refreshed after clicking Start or Reset,AS-24,10230,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 4:05 PM,,,,0,trackofy,,,,,,,,,,,The Play/Pause button on the map does not refresh its state after clicking the Start or Reset button during playback. The button continues to display the Pause icon even though playback has been restarted or reset.,Prod,,,,,0,0,0,,0,0,0,,23/Jul/26 1:58 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Playback button reset .mp4;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10075,,"After clicking Start or Reset, the button continues to display the Pause icon instead of reverting to the Play icon, resulting in an incorrect playback state.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,"After clicking Start or Reset, the map control should reset and the button should display the Play (▶) icon, indicating that playback is not currently running.",,,,,,,Playback,,Web,,,0|i0006j:,,,,,"1. Navigate to Tracking.
2. Open the Playback Tracking tab.
3. Select any vehicle and click Start to begin playback.
4. While playback is running, click the Start button again (or click Reset).
5. Observe the Play/Pause button on the Google Map.",,,,,,,,,V4,,,,,,,To Do,
"Unnecessary mandatory indicator (*) displayed for Split Screen field , From time and To Time dropdown field",AS-26,10232,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Low,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 12:10 PM,,,,0,trackofy,,,,,,,,,,,"The Split Screen field is marked as mandatory with an asterisk (*), even though ""No"" is selected by default .
The From Time and To Time fields are marked as mandatory with an asterisk (*), even though default values (00:00 and 23:59) are pre-populated 

No user input is required. This creates unnecessary confusion.",Prod,,,,,0,0,0,,0,0,0,,23/Jul/26 12:55 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Unnescesary mandatory field astric.png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10073,,"The Split Screen, From time and To time fields displays a mandatory asterisk (*) making the field appear unnecessarily mandatory.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,The mandatory asterisk (*) should not be displayed if the field has a valid default value and does not require user input.,,,,,,,Tracking -> Playback Tracking Form,,Web,,,0|i0006z:,,,Low,,"1. Navigate to Tracking.
2. Open the Playback Tracking tab.
3. Observe the Split Screen dropdown field.
4. Notice that ""Split screen"" , ""From time"" and ""To Time"" fields have default values and are marked with a mandatory asterisk (*).",,,,,,,,,V4,,,,,,,To Do,
Generic success toast is displayed when clearing map elements instead of indicating the cleared item,AS-13,10213,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 12:23 PM,,,,0,bug,home2,map,toast-message,trackofy,ui,ux,,,,,"When clearing Vehicles, POIs, or Alerts from the map in the Home2 module, the application always displays the generic success message ""Selected map layers cleared"". The toast notification does not specify which map element was actually cleared, making the feedback unclear to the user.",Staging,,,,,0,0,0,,0,0,0,,,,"A generic success message ""Selected map layers cleared"" is displayed regardless of whether Vehicles, POIs, or Alerts are cleared from the map.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,,,,,,"The success toast should display a context-specific message indicating what was cleared, such as ""All vehicles cleared from the map"", ""All POIs cleared from the map"", or ""All alerts cleared from the map"".",,,,,,,Home2 → Map,,Web,,,0|i0002r:,,,Low,,"1. Login to the Trackofy web application.
2. Navigate to the Home2 tab.
3. Add any map element (e.g., Vehicles, POIs, or Alerts) to the map.
4. Clear one of the map elements.
5. Observe the success toast notification.",,,,,,,,,V4,,,,,,,To Do,
Playback continues for previously selected vehicle after switching vehicle selection in home2,AS-15,10214,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 5:53 PM,,,,0,bug,Playback,Tracking,trackofy,,,,,,,,"When a user switches to another vehicle while playback is in progress, the application does not reset the playback state. Clicking the Play button continues playback for the previously selected vehicle instead of displaying the newly selected vehicle in live view.",Staging,,,,,0,0,0,,0,0,0,,"23/Jul/26 2:52 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Playback , live map issue.mp4;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10084",,"After selecting a new vehicle, the Playback controls remain available on the map. Clicking the Play button resumes playback for the previously selected vehicle instead of switching the map to Live View for the newly selected vehicle.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,"When a new vehicle is selected, the current playback should stop immediately. The Playback controls/options should disappear from the map, and the map should automatically switch back to Live View, highlighting the newly selected vehicle.",,,,,,,"Playback , Live Map view",,Web,,,0|i0002z:,,,Medium,,"1. Navigate to Vehicle Panel.
2. Select a vehicle from the vehicle list.
3. Open Playback for the selected vehicle and start playback.
4. While playback is running, open the vehicle panel on the left.
5. Deselect the current vehicle and select a different vehicle.
6. Observe the map.
7. Click the Play button on the map.
8. Observe which vehicle's playback is resumed.",,,,,,,,,V4,,,,,,,To Do,
Navbar icons and Alert & Notification table have poor visibility in Dark Mode in new theme,AS-16,10215,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 10:34 AM,,,,0,trackofy,,,,,,,,,,,"When the application is switched to Dark Mode, several UI elements are not rendered with appropriate contrast. The navbar icons become difficult to distinguish, and the Alert & Notification table (headers and content) has poor readability due to insufficient contrast between the text and background. This negatively impacts usability and accessibility.",Staging,,,,,0,0,0,,0,0,0,,23/Jul/26 2:47 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Dark theme issue .png;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10083,,"In Dark Mode, the navbar icons and the Alert & Notification table have poor visibility due to low contrast, making them difficult to read and identify.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,Staging,,,,"All navbar icons, table headers, and table content should maintain sufficient contrast and remain clearly visible in Dark Mode, ensuring a consistent and accessible user experience.",,,,,,,"UI → Navbar, Home, Alert & Notification",,Web,,,0|i00037:,,,Medium,,"1. Log in to the application.
2. Switch the application theme to Dark Mode.
3. Observe the Navbar icons.
4. Navigate to Home → Highest Alerts → View All (Alert & Notification).
5. Observe the visibility of the table headers and data.",,,,,,,,,V4,,,,,,,To Do,
Select All checkbox is not functioning in Groups tab of Home2,AS-12,10219,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,21/Jul/26 4:16 PM,11/Sep/26 10:36 AM,,,,0,bug,bulk-selection,groups,home2,select-all,trackofy,ui,,,,,"The Select All checkbox available at the top of the Groups tab does not function. Clicking the checkbox does not select any of the vehicles within the group, making it impossible to perform bulk selection.",Staging,,,,,0,0,0,,0,0,0,,,,"Clicking the Select All checkbox does not select any vehicles, and no action is performed.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,,,,,,Clicking the Select All checkbox should select all vehicles within the expanded group.,,,,,,,Home2 → Groups,,Web,,,0|i00043:,,,Medium,,"1. Login to the Trackofy web application.
2. Navigate to the Home2 tab.
3. Switch to the Groups tab.
4. Expand any group containing multiple vehicles.
5. Click the Select All checkbox at the top of the group.
6. Observe the vehicle selection.",,,,,,,,,V4,,,,,,,To Do,
